naam,dag,tijd,dag_tijd,startdatum,duur,periode,prijs,cursusnummer,docent,taal,status,url,categorie,beschrijving
Choreografieproject,di,20:00 - 22:00,di 20:00 - 22:00,21-01-2025,20 weken,project - 2,student:€120jong-alumnus UvA/HvA:€180oud-alumnus UvA/HvA:€213medewerker UvA/HvA:€180overigen:€250,424601,Anastasia Kostner,English,Sorry; deze cursus is vol,https://www.crea.nl/courses/dans/choreografieproject/,hip hop/open styles / klassiek ballet / mixed styles / modern/contemporary / dans,"Let op: deze cursus wordt zowel in het Nederlands als het Engels aangeboden; let goed op voor welke taal je je inschrijft.

Dans mee met één van de choreografieprojecten van het dansproject Moving Into Focus! Onder leiding van één van de choreografen; elk met hun eigen stijl en achtergrond; werk je in20 weken toe naar een dansvoorstelling met drie uitvoeringen in het CREA Theater.

Urban contemporary (choreograaf: Céline Procureur)In het choreografieproject van Céline wordt elk jaar vanuit een bepaald thema gewerkt. Dit geeft inspiratie voor muziek en maakt dat dansstijlen; zoals urban; modern jazz en contemporary elkaar afwisselen: het is maar net wat de muziek aangeeft. In de lessen krijg je choreografieën aangeleerd; maar je leert ook zelf materiaal te maken door samen te spelen met opdrachten. Door samen te brainstormen over thema’s; bijbehorende sfeer; dansmateriaal; muziek en outfits leer je; vanuit meer dan alleen de beat; hoe het is om bewegingen en uiteindelijk een choreografie te maken.

Toegangsniveau; Niveau: midden/gevorderd urban of modern jazz. Als je een andere dansachtergrond hebt en open staat voor een andere stijl; ben je ook welkom. 









Modern (choreograaf: Anastasia Kostner) (in het Engels)Anastasia werkt met tijdens het 20 weken lange maakproces met een specifiek onderwerp; dat als inspiratiebron dient voor begeleide improvisaties en compositietechnieken die de choreografie creëren. Door elke week verschillende performance-elementen te behandelen; zoals hedendaagse dansstijlen; ruimtelijk inzicht; kostuums en decor; muzikaliteit en theatraliteit; ontwikkelen we het stuk vanuit verschillende perspectieven. Zowel het onderwerp als creatieprocessen zijn interactief en weerspiegelen de interesses van de groep. Binnen deze choreografische speeltuin combineer je dynamische beweging met zintuiglijke alertheid en individuele creativiteit en leer je hoe je een collectieve voorstelling creëert.

Toegangsniveau; Niveau: midden/gevorderd moderne dans. Als je een andere dansachtergrond hebt; maar open staat voor een andere stijl; ben je ook welkom.

Klassiek/modern (choreograaf: Pascale de la Fuente)Pascale maakt gedurende de 20 weken van het choreografieproject gebruik van het klassieke en moderne bewegingsvocabulaire. Om de groep te leren kennen geeft zij in de eerste periode improvisatieopdrachten met haar eigen bewegingsmateriaal; maar ook dansmateriaal van de dansers. Dit gebeurt in groepjes en individueel. Daarbij snijdt ze bepaalde thema’s en sferen aan. Uiteindelijk werk je met bewegingsmateriaal dat het beste bij de groep past. De inbreng van de dansers is van grote invloed bij de totstandkoming van de choreografie.

Toegangsniveau; Enkele jaren ervaring op midden of gevorderd niveau klassiek/moderne dans. Ervaring met improvisatieopdrachten hoef je nog niet te hebben maar je moet het wel een uitdaging vinden op deze manier te werken om zodoende je eigen bewegingstaal te ontwikkelen."
Choreografieproject,wo,18:45 - 20:45,wo 18:45 - 20:45,22-01-2025,20 weken,project - 2,student:€120jong-alumnus UvA/HvA:€180oud-alumnus UvA/HvA:€213medewerker UvA/HvA:€180overigen:€250,424602,Celine Procureur,English; Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/dans/choreografieproject/,hip hop/open styles / klassiek ballet / mixed styles / modern/contemporary / dans,"Let op: deze cursus wordt zowel in het Nederlands als het Engels aangeboden; let goed op voor welke taal je je inschrijft.

Dans mee met één van de choreografieprojecten van het dansproject Moving Into Focus! Onder leiding van één van de choreografen; elk met hun eigen stijl en achtergrond; werk je in20 weken toe naar een dansvoorstelling met drie uitvoeringen in het CREA Theater.

Urban contemporary (choreograaf: Céline Procureur)In het choreografieproject van Céline wordt elk jaar vanuit een bepaald thema gewerkt. Dit geeft inspiratie voor muziek en maakt dat dansstijlen; zoals urban; modern jazz en contemporary elkaar afwisselen: het is maar net wat de muziek aangeeft. In de lessen krijg je choreografieën aangeleerd; maar je leert ook zelf materiaal te maken door samen te spelen met opdrachten. Door samen te brainstormen over thema’s; bijbehorende sfeer; dansmateriaal; muziek en outfits leer je; vanuit meer dan alleen de beat; hoe het is om bewegingen en uiteindelijk een choreografie te maken.

Toegangsniveau; Niveau: midden/gevorderd urban of modern jazz. Als je een andere dansachtergrond hebt en open staat voor een andere stijl; ben je ook welkom. 









Modern (choreograaf: Anastasia Kostner) (in het Engels)Anastasia werkt met tijdens het 20 weken lange maakproces met een specifiek onderwerp; dat als inspiratiebron dient voor begeleide improvisaties en compositietechnieken die de choreografie creëren. Door elke week verschillende performance-elementen te behandelen; zoals hedendaagse dansstijlen; ruimtelijk inzicht; kostuums en decor; muzikaliteit en theatraliteit; ontwikkelen we het stuk vanuit verschillende perspectieven. Zowel het onderwerp als creatieprocessen zijn interactief en weerspiegelen de interesses van de groep. Binnen deze choreografische speeltuin combineer je dynamische beweging met zintuiglijke alertheid en individuele creativiteit en leer je hoe je een collectieve voorstelling creëert.

Toegangsniveau; Niveau: midden/gevorderd moderne dans. Als je een andere dansachtergrond hebt; maar open staat voor een andere stijl; ben je ook welkom.

Klassiek/modern (choreograaf: Pascale de la Fuente)Pascale maakt gedurende de 20 weken van het choreografieproject gebruik van het klassieke en moderne bewegingsvocabulaire. Om de groep te leren kennen geeft zij in de eerste periode improvisatieopdrachten met haar eigen bewegingsmateriaal; maar ook dansmateriaal van de dansers. Dit gebeurt in groepjes en individueel. Daarbij snijdt ze bepaalde thema’s en sferen aan. Uiteindelijk werk je met bewegingsmateriaal dat het beste bij de groep past. De inbreng van de dansers is van grote invloed bij de totstandkoming van de choreografie.

Toegangsniveau; Enkele jaren ervaring op midden of gevorderd niveau klassiek/moderne dans. Ervaring met improvisatieopdrachten hoef je nog niet te hebben maar je moet het wel een uitdaging vinden op deze manier te werken om zodoende je eigen bewegingstaal te ontwikkelen."
Choreografieproject,wo,20:30 - 22:30,wo 20:30 - 22:30,22-01-2025,20 weken,project - 2,student:€120jong-alumnus UvA/HvA:€180oud-alumnus UvA/HvA:€213medewerker UvA/HvA:€180overigen:€250,424603,Pascale de la Fuente,English; Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/dans/choreografieproject/,hip hop/open styles / klassiek ballet / mixed styles / modern/contemporary / dans,"Let op: deze cursus wordt zowel in het Nederlands als het Engels aangeboden; let goed op voor welke taal je je inschrijft.

Dans mee met één van de choreografieprojecten van het dansproject Moving Into Focus! Onder leiding van één van de choreografen; elk met hun eigen stijl en achtergrond; werk je in20 weken toe naar een dansvoorstelling met drie uitvoeringen in het CREA Theater.

Urban contemporary (choreograaf: Céline Procureur)In het choreografieproject van Céline wordt elk jaar vanuit een bepaald thema gewerkt. Dit geeft inspiratie voor muziek en maakt dat dansstijlen; zoals urban; modern jazz en contemporary elkaar afwisselen: het is maar net wat de muziek aangeeft. In de lessen krijg je choreografieën aangeleerd; maar je leert ook zelf materiaal te maken door samen te spelen met opdrachten. Door samen te brainstormen over thema’s; bijbehorende sfeer; dansmateriaal; muziek en outfits leer je; vanuit meer dan alleen de beat; hoe het is om bewegingen en uiteindelijk een choreografie te maken.

Toegangsniveau; Niveau: midden/gevorderd urban of modern jazz. Als je een andere dansachtergrond hebt en open staat voor een andere stijl; ben je ook welkom. 









Modern (choreograaf: Anastasia Kostner) (in het Engels)Anastasia werkt met tijdens het 20 weken lange maakproces met een specifiek onderwerp; dat als inspiratiebron dient voor begeleide improvisaties en compositietechnieken die de choreografie creëren. Door elke week verschillende performance-elementen te behandelen; zoals hedendaagse dansstijlen; ruimtelijk inzicht; kostuums en decor; muzikaliteit en theatraliteit; ontwikkelen we het stuk vanuit verschillende perspectieven. Zowel het onderwerp als creatieprocessen zijn interactief en weerspiegelen de interesses van de groep. Binnen deze choreografische speeltuin combineer je dynamische beweging met zintuiglijke alertheid en individuele creativiteit en leer je hoe je een collectieve voorstelling creëert.

Toegangsniveau; Niveau: midden/gevorderd moderne dans. Als je een andere dansachtergrond hebt; maar open staat voor een andere stijl; ben je ook welkom.

Klassiek/modern (choreograaf: Pascale de la Fuente)Pascale maakt gedurende de 20 weken van het choreografieproject gebruik van het klassieke en moderne bewegingsvocabulaire. Om de groep te leren kennen geeft zij in de eerste periode improvisatieopdrachten met haar eigen bewegingsmateriaal; maar ook dansmateriaal van de dansers. Dit gebeurt in groepjes en individueel. Daarbij snijdt ze bepaalde thema’s en sferen aan. Uiteindelijk werk je met bewegingsmateriaal dat het beste bij de groep past. De inbreng van de dansers is van grote invloed bij de totstandkoming van de choreografie.

Toegangsniveau; Enkele jaren ervaring op midden of gevorderd niveau klassiek/moderne dans. Ervaring met improvisatieopdrachten hoef je nog niet te hebben maar je moet het wel een uitdaging vinden op deze manier te werken om zodoende je eigen bewegingstaal te ontwikkelen."
Collages on Porcelain,za,11:00 - 16:00,za 11:00 - 16:00,20-07-2024,1 dag,blok 4 - zomer,student:€60jong-alumnus UvA/HvA:€90oud-alumnus UvA/HvA:€90medewerker UvA/HvA:€90overigen:€120,623968,Vika Mitrichenko,English,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/beeldend-zomer/collages-on-porcelain/,beeldend (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Let op: dit is een Engelse cursus.

Join us for a relaxing one-day course where you’ll turn your ordinary crockery into unique and usable works of art. Using ceramic transfers on ready-made porcelain plates; cups; teapots; or even soup tureen (which you can bring from home; or purchase at stores like HEMA or IKEA; or even find in second-hand shops or flea markets); you’ll learn to create collages; draw; paint; and write your own stories over the collages using ceramic overglaze pigments.

The images you create will be fired in our ceramic oven; making them permanent and food-safe; as well as dishwasher and microwave safe. 

Vika will provide visual materials to inspire you; and we’ll begin by working on porcelain. At the end of the day; we’ll fill the oven together and I’ll handle the firing process. In a couple of days; your porcelain will be ready for pick up."
Columns,ma,17:15 - 19:15,ma 17:15 - 19:15,07-04-2025,8 weken,block 3 - spring,student:€155jong-alumnus UvA/HvA:€233oud-alumnus UvA/HvA:€265medewerker UvA/HvA:€233overigen:€310,724301,Aukelien Weverling,Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/schrijven/columns/,schrijven,"Let op: dit is een 8-weekse cursus.

Een column heeft amper spelregels; het is een vrijplaats. Maar een goede column is altijd persoonlijk van aard en ieder woord; iedere komma staat op de juiste plaats. Daarnaast moet een column kort zijn en aanzetten tot nadenken; een discussie uitlokken of eenvoudigweg vermaken.

Wat ga je doen? In deze cursus krijg je inzicht in wat de kenmerken van een column zijn. Je werkt aan de hand van opdrachten.

“Superleuk! Nieuwe mensen; nieuwe skills; nieuwe ervaringen!”– Cursist (seizoen 2023-2024/blok 1)

“Als je wilt leren regelmatig strakke columns te schrijven moet je deze lessen volgen! Het meest waardevol vond ik de feedback van Aukelien en de klas; en de columns van andere cursisten lezen.”– Cursist (seizoen 2023-2024/blok 1)"
Columns Schrijven,ma,10:30 - 17:00,ma 10:30 - 17:00,15-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,723923,Aukelien Weverling,Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/schrijven-zomer/columns-schrijven/,schrijven (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Een column heeft amper spelregels; het is een vrijplaats. Maar een goede column is altijd persoonlijk van aard en ieder woord; iedere komma staat op de juiste plaats. Daarnaast moet een column kort zijn en aanzetten tot nadenken; een discussie uitlokken of eenvoudigweg vermaken. En hoe vorm je in deze turbulente tijd de juiste stem om een verhaal te vertellen? In deze cursus leer je hoe de structuur van een korte tekst in elkaar zit. En hoe je jouw verhaal zo creatief mogelijk op papier krijgt.  "
Compositie,ma,10:30 - 17:00,ma 10:30 - 17:00,08-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,223908,Kees Arntzen,Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/zomercursussen/muziek-zomer/compositie-2/,muziek (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

De cursus componeren is voor doe-het-zelvers in de muziek. Het schrijven van je eigen muziek is leuk; maar kan ook lastig zijn. In deze cursus doe je wat ervaring en ideeën op in het bedenken en noteren van je eigen muziek.

Wat ga je doen? De eerste vier dagen krijg je aan de hand van een aantal gerichte compositieopdrachten beter inzicht in wat het componeren zoal behelst. Ook is er aandacht voor het verbeteren van reeds geschreven stukken. We behandelen melodieopbouw; tekstplaatsing en snuffelen wat aan contrapunt en harmonie.

Je krijgt bij het schrijven tips met betrekking tot akkoorden; stijl; instrumentatie; ritmiek en je krijgt suggesties voor alternatieve notaties. We werken in cursustijd gezamenlijk en individueel met potlood en papier en het open source programma Muse Score. Natuurlijk proberen we de gemaakte stukken tot klinken te brengen bij de slotpresentatie; liefst zelf; evt. door derden; of anders met computersimulatie. Voor het instuderen gebruiken we de laatste dag."
Contemporary Dance,ma,18:15 - 19:30,ma 18:15 - 19:30,07-04-2025,9 weken,block 3 - spring,student:€79jong-alumnus UvA/HvA:€115oud-alumnus UvA/HvA:€134medewerker UvA/HvA:€115overigen:€157,424353,Vainergill Thurnim,English; Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/dans/contemporary-dance/,modern/contemporary / dans,"Deze Contemporary dance lessenreeks is gevuld met moderne danstechnieken; floorwork en improvisatie. Plezier hebben in het leren met de nodige discipline en het ontwikkelen van een eigen bewegingsstijl staat centraal in de lessen. Er is altijd ruimte voor inbreng van de groep.

De lessen van Vainergill Thurnim; Vainergill’s lessen bestaan uit een warming-up; improvisatie en choreografie. In de warming-up besteden wij tijd aan het trainen van de nodige basistechnieken zoals; bouncing/grounding; undulatie; waving en polyritmes. Alles is met elkaar verweven door middel van west African dance aesthetics. In de guided improvisatie gaan we op zoek naar jouw bewegingsstijl. De basistechnieken en jouw manier van bewegen komen samen in de choreografie. Aan het einde van de lessenreeks heb je je ontpopt tot veelzijdig beweger.

Vainergill Thurnim; een 25-jarige Amsterdamse danskunstenaar; is in 2020 afgestudeerd als Docent Dans aan de Academie voor Theater en Dans. Ze combineert commerciële en contemporary dans met West-Afrikaanse dansesthetiek. Ze werkt als freelance danser; docent; choreograaf en producent; en is geprogrammeerd voor het RRReuring festival 2023. Daarnaast geeft ze les bij DOX en Tjillskillz; en heeft samengewerkt met bekende choreografen.

De lessen van Siena Verber; In Siena’s lessen duik je in verschillende aspecten van Contemporary dans zoals floorwork; compositie; (contact)improvisatie en choreografie. Dit doe je met behulp van verschillende tools en  Siena’s bewegingstaal; die vloeiend; geaard en groovy is; terwijl je ook je eigen creativiteit en manier van dansen wakker maakt. We richten ons op het creëren van een veilige en speelse groepsdynamiek – volgens Siena  een van de belangrijkste en leukste aspecten van dans – en werken aan collectieve en individuele groei. We beginnen de les met een moment om jezelf te aarden en je aandacht te verplaatsen. In deze cursus is het belangrijkste om in het moment te zijn en het naar je zin te hebben. Iedereen is welkom; hoe (on)ervaren ze ook zijn.

Siena Verber; een danskunstenaar uit Amsterdam; is in 2022 afgestudeerd aan de Academie voor Dans en Theater. Ze werkt als freelance docent; performer; choreograaf en producent; en baseert haar Contemporary bewegingstaal op diverse trainingen. Ze wordt geïnspireerd door het werken met verschillende lichamen en ervaringen en creëert ruimte voor collectieve en persoonlijke groei in haar lessen.

Wil jij leren met en van elkaar? Schrijf je dan nu in voor de cursus Contemporary dance!

“De opzet was heel fijn; zo begonnen we met een goeie opwarming en daarna dansoefeningen; die waren creatief; leerzaam en leuk. We werden rustig begeleid in het improviseren (iets dat ik zelf nogal spannend vind) en het voelde erg vertrouwd. Ben heel blij dat ik de lessen heb gevolgd!”– Esmee (cursist seizoen 2023-2024/blok 2)"
Contemporary Dance,ma,19:30 - 20:45,ma 19:30 - 20:45,07-04-2025,9 weken,block 3 - spring,student:€79jong-alumnus UvA/HvA:€115oud-alumnus UvA/HvA:€134medewerker UvA/HvA:€115overigen:€157,424354,Vainergill Thurnim,English; Nederlands,Schrijf je in,https://www.crea.nl/courses/dans/contemporary-dance/,modern/contemporary / dans,"Deze Contemporary dance lessenreeks is gevuld met moderne danstechnieken; floorwork en improvisatie. Plezier hebben in het leren met de nodige discipline en het ontwikkelen van een eigen bewegingsstijl staat centraal in de lessen. Er is altijd ruimte voor inbreng van de groep.

De lessen van Vainergill Thurnim; Vainergill’s lessen bestaan uit een warming-up; improvisatie en choreografie. In de warming-up besteden wij tijd aan het trainen van de nodige basistechnieken zoals; bouncing/grounding; undulatie; waving en polyritmes. Alles is met elkaar verweven door middel van west African dance aesthetics. In de guided improvisatie gaan we op zoek naar jouw bewegingsstijl. De basistechnieken en jouw manier van bewegen komen samen in de choreografie. Aan het einde van de lessenreeks heb je je ontpopt tot veelzijdig beweger.

Vainergill Thurnim; een 25-jarige Amsterdamse danskunstenaar; is in 2020 afgestudeerd als Docent Dans aan de Academie voor Theater en Dans. Ze combineert commerciële en contemporary dans met West-Afrikaanse dansesthetiek. Ze werkt als freelance danser; docent; choreograaf en producent; en is geprogrammeerd voor het RRReuring festival 2023. Daarnaast geeft ze les bij DOX en Tjillskillz; en heeft samengewerkt met bekende choreografen.

De lessen van Siena Verber; In Siena’s lessen duik je in verschillende aspecten van Contemporary dans zoals floorwork; compositie; (contact)improvisatie en choreografie. Dit doe je met behulp van verschillende tools en  Siena’s bewegingstaal; die vloeiend; geaard en groovy is; terwijl je ook je eigen creativiteit en manier van dansen wakker maakt. We richten ons op het creëren van een veilige en speelse groepsdynamiek – volgens Siena  een van de belangrijkste en leukste aspecten van dans – en werken aan collectieve en individuele groei. We beginnen de les met een moment om jezelf te aarden en je aandacht te verplaatsen. In deze cursus is het belangrijkste om in het moment te zijn en het naar je zin te hebben. Iedereen is welkom; hoe (on)ervaren ze ook zijn.

Siena Verber; een danskunstenaar uit Amsterdam; is in 2022 afgestudeerd aan de Academie voor Dans en Theater. Ze werkt als freelance docent; performer; choreograaf en producent; en baseert haar Contemporary bewegingstaal op diverse trainingen. Ze wordt geïnspireerd door het werken met verschillende lichamen en ervaringen en creëert ruimte voor collectieve en persoonlijke groei in haar lessen.

Wil jij leren met en van elkaar? Schrijf je dan nu in voor de cursus Contemporary dance!

“De opzet was heel fijn; zo begonnen we met een goeie opwarming en daarna dansoefeningen; die waren creatief; leerzaam en leuk. We werden rustig begeleid in het improviseren (iets dat ik zelf nogal spannend vind) en het voelde erg vertrouwd. Ben heel blij dat ik de lessen heb gevolgd!”– Esmee (cursist seizoen 2023-2024/blok 2)"
Contemporary Dance,di,20:15 - 21:30,di 20:15 - 21:30,15-04-2025,9 weken,block 3 - spring,student:€79jong-alumnus UvA/HvA:€115oud-alumnus UvA/HvA:€134medewerker UvA/HvA:€115overigen:€157,424350,Siena Verber,English; Nederlands,Schrijf je in,https://www.crea.nl/courses/dans/contemporary-dance/,modern/contemporary / dans,"Deze Contemporary dance lessenreeks is gevuld met moderne danstechnieken; floorwork en improvisatie. Plezier hebben in het leren met de nodige discipline en het ontwikkelen van een eigen bewegingsstijl staat centraal in de lessen. Er is altijd ruimte voor inbreng van de groep.

De lessen van Vainergill Thurnim; Vainergill’s lessen bestaan uit een warming-up; improvisatie en choreografie. In de warming-up besteden wij tijd aan het trainen van de nodige basistechnieken zoals; bouncing/grounding; undulatie; waving en polyritmes. Alles is met elkaar verweven door middel van west African dance aesthetics. In de guided improvisatie gaan we op zoek naar jouw bewegingsstijl. De basistechnieken en jouw manier van bewegen komen samen in de choreografie. Aan het einde van de lessenreeks heb je je ontpopt tot veelzijdig beweger.

Vainergill Thurnim; een 25-jarige Amsterdamse danskunstenaar; is in 2020 afgestudeerd als Docent Dans aan de Academie voor Theater en Dans. Ze combineert commerciële en contemporary dans met West-Afrikaanse dansesthetiek. Ze werkt als freelance danser; docent; choreograaf en producent; en is geprogrammeerd voor het RRReuring festival 2023. Daarnaast geeft ze les bij DOX en Tjillskillz; en heeft samengewerkt met bekende choreografen.

De lessen van Siena Verber; In Siena’s lessen duik je in verschillende aspecten van Contemporary dans zoals floorwork; compositie; (contact)improvisatie en choreografie. Dit doe je met behulp van verschillende tools en  Siena’s bewegingstaal; die vloeiend; geaard en groovy is; terwijl je ook je eigen creativiteit en manier van dansen wakker maakt. We richten ons op het creëren van een veilige en speelse groepsdynamiek – volgens Siena  een van de belangrijkste en leukste aspecten van dans – en werken aan collectieve en individuele groei. We beginnen de les met een moment om jezelf te aarden en je aandacht te verplaatsen. In deze cursus is het belangrijkste om in het moment te zijn en het naar je zin te hebben. Iedereen is welkom; hoe (on)ervaren ze ook zijn.

Siena Verber; een danskunstenaar uit Amsterdam; is in 2022 afgestudeerd aan de Academie voor Dans en Theater. Ze werkt als freelance docent; performer; choreograaf en producent; en baseert haar Contemporary bewegingstaal op diverse trainingen. Ze wordt geïnspireerd door het werken met verschillende lichamen en ervaringen en creëert ruimte voor collectieve en persoonlijke groei in haar lessen.

Wil jij leren met en van elkaar? Schrijf je dan nu in voor de cursus Contemporary dance!

“De opzet was heel fijn; zo begonnen we met een goeie opwarming en daarna dansoefeningen; die waren creatief; leerzaam en leuk. We werden rustig begeleid in het improviseren (iets dat ik zelf nogal spannend vind) en het voelde erg vertrouwd. Ben heel blij dat ik de lessen heb gevolgd!”– Esmee (cursist seizoen 2023-2024/blok 2)"
Contemporary Dance Creation,zo,11:00 - 16:00,zo 11:00 - 16:00,11-05-2025,1 dag,block 3 - spring,student:€70jong-alumnus UvA/HvA:€105oud-alumnus UvA/HvA:€120medewerker UvA/HvA:€105overigen:€140,424357,Thu Hang Pham,English; Nederlands,Schrijf je in,https://www.crea.nl/courses/dans/contemporary-dance-creation/,hip hop/open styles / modern/contemporary / dans,"Let op! Voor dagcursussen sluiten de inschrijvingen in principe om 12:00 op de dinsdag voor aanvang van de cursus. Schrijf je dus uiterlijk dinsdag 6 mei 11:59u in!

Wil je met behulp van dans de connectie tussen de fysieke en emotionele wereld vinden; met flow; en groundedness als focus? Dan is deze cursus voor jou.

Wat gaan we doen?

De dag zal beginnen met een begeleide improvisatie om het lichaam op te warmen en om in contact te komen met het lichaam. De opwarming zal daarna overgaan in specifieke oefeningen waar de aandacht onder andere zal liggen bij het gebruiken van de vloer; specifieke spieren en het center.

Vervolgens zullen we een choreografie aanleren waarbij we de techniek; die tijdens de warming up aan bod zijn gekomen; zullen toepassen. Het doel hier is om uit het hoofd te treden en vrijheid te ervaren. Naast het aanleren van een choreografie zal er ook geëxperimenteerd worden door middel van improvisatieopdrachten.

Er zal tijdens de cursus ook veel aandacht worden besteed aan performance kwaliteiten zoals theatraliteit; stage presence en kwetsbaarheid."
Contemporary Danstheater,ma,10:30 - 17:00,ma 10:30 - 17:00,05-08-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,423952,Aissa Kraayenbrink,English; Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/dans-zomer/contemporary-danstheater-zomer/,dans (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Ben je weleens nieuwsgierig geweest hoe dansvoorstellingen in het theater tot stand komen of zou je dat een keer willen meemaken?

Modern danstheater combineert modern & contemporary dans met elementen van fysiek theater. In deze cursus word je meegenomen in een artistiek creatieproces wat uiteindelijk leidt tot een performance. Aissa’s lessen zijn zacht; speels en effectief; gestructureerd en intuïtief; gefocust en gezellig. Daarnaast heeft ze veel aandacht voor persoonlijke feedback en je authentieke; individuele expressie. Het thema van de performance is afhankelijk van de groep en de inspiratie die zich dan aandient; dus dat is nog een verrassing!

Wat ga je doen?
Je krijgt les in een mix van moderne en contemporary danstechnieken; met name floorwork techniek en improvisatie. Je leert choreografieën en krijgt opdrachten om je eigen materiaal te creëren. Hierin word je ook gecoacht; waardoor je automatisch leert co-creëren (samenwerken met de choreograaf om tot materiaal te komen). We voeren verdiepende gesprekken en bekijken een dansdocumentaire. Aan het einde van de week heb je meer tools en bewegingsvocabulaire om je fysiek te uiten; weet je wat- en hoe een artistiek creatieproces is- en verloopt en presenteren we samen een mooie performance!"
CREA Orkest,di,19:15 - 22:30,di 19:15 - 22:30,03-09-2024,42 weken,all season,student:€209jong-alumnus UvA/HvA:€313oud-alumnus UvA/HvA:€370medewerker UvA/HvA:€313overigen:€435,224702,Bas Pollard,Nederlands,Inschrijven mogelijk na toelating,https://www.crea.nl/courses/muziek/crea-orkest/,muziek,"










CREA cursussen
cursussen per categorie
> fotografie
> muziek
> film; design & media
> dans
> theater
 > beeldend
> schrijven
> creative skills
> body & mind
nieuwe cursussen
dagcursussen
speciale projecten






> fotografie
> muziek
> film; design & media
> dans
> theater
 > beeldend
> schrijven
> creative skills
> body & mind












cursusinfo & algemene voorwaarden CREA cursussen
cursusinfo
> indeling cursusblokken
> taal
> feedback
voorwaarden
> cursusinschrijving
> prijscategorieën
> voorrangsregel
> annulering & restitutie
> …meer





vragen?
Raadpleeg de veelgestelde vragen; stuur een e-mail naar ons cursussecretariaat via planning@crea. nl of bel ons op  +31 (0)20 399 1212 (tijdens openingstijden).






> indeling cursusblokken
> taal
> feedback

> cursusinschrijving
> prijscategorieën
> voorrangsregel
> annulering & restitutie
> …meer

Raadpleeg de veelgestelde vragen; stuur een e-mail naar ons cursussecretariaat via planning@crea. nl of bel ons op  +31 (0)20 399 1212 (tijdens openingstijden)."
Creatief Schrijven,ma,10:30 - 17:00,ma 10:30 - 17:00,22-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,723934,Caroline Kramer,Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/schrijven-zomer/creatief-schrijven/,schrijven (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

In deze schijfweek gaan we veel en vanuit verschillende ingangen schrijven. We kijken tegelijkertijd naar bestaande literatuur als inspiratie en om te zien hoe schrijvers het doen; welke technieken ze hanteren.

Wat ga je doen? Door middel van freewriting en andere stimulerende opdrachten om tot een verhaal of gedicht te komen ontdek je je creatieve geest; kom je uit je comfortzone en ontwikkel je je verder in het schrijven zelf. Je gaat oefenen met observaties; het gebruik van details en zintuigen; beeldspraak; komen los van onze geijkte patronen en ervaren diverse manieren om tot schrijven te komen; een herinnering; een gesprek op straat. Ook over een simpel wit kopje kun je inspirerend schrijven.

De week wordt verdeeld in het schrijven van verhalen en van poëzie. We lezen ons werk aan elkaar voor en geven elkaar positieve feedback. We werken toe naar een eindpresentatie met een voordracht van een zelfgeschreven tekst. De schrijfweek is voor zowel onervaren als ervaren schrijvers."
